ar
0 0.09999999999999999
1 0.09999999999999999
2 0.09999999999999999
3 0.09999999999999999
4 0.09999999999999999
5 0.09999999999999999
6 0.09999999999999999
7 0.09999999999999999
8 0.09999999999999999
9 0.09994805005860137
10 0.09983672515660172
11 0.09967037708591688
12 0.09945762889267869
13 0.09920709621489072
14 0.09883087192338656
15 0.09826336067092514
16 0.09753650051690138
17 0.09671851515147183
18 0.09588959249180845
19 0.09525381811129571
20 0.09492361602101018
21 0.09506723552044938
22 0.09564422221151794
23 0.09663209737119749
24 0.09792301314950881
25 0.09933543906079143
26 0.10076457352831349
27 0.10225138715850575
28 0.10378738263194222
29 0.10545528831735419
30 0.10728414276285302
31 0.10918222317253819
32 0.1110121677202083
33 0.11267171952199419
34 0.1141893784356716
35 0.115611077809658
36 0.11693565027816753
37 0.11820023684117908
38 0.11943073098108714
39 0.12065097087484648
40 0.12188509014946197
41 0.12312094410712299
42 0.1243582000525398
43 0.125611062670822
44 0.12689506934725586
45 0.1282279959459721
46 0.12961336211833435
47 0.13105655079412212
48 0.1325550202485531
49 0.13410475864273916
50 0.1357053690667709
51 0.13735560677683373
52 0.13904841449637084
53 0.1407719513723732
54 0.14251098789653627
55 0.1442528834441254
56 0.14598856401335733
57 0.14771008001396266
58 0.1494122458555306
59 0.15109187854825348

^lat
0 0.09999999999999999
1 0.09999999999999999
2 0.09999999999999999
3 0.09999999999999999
4 0.09999999999999999
5 0.09999999999999999
6 0.09999999999999999
7 0.09999999999999999
8 0.09999999999999999
9 0.09994805005860137
10 0.09983672515660172
11 0.09967037708591688
12 0.09945762889267869
13 0.09920709621489072
14 0.09883087192338656
15 0.09826336067092514
16 0.09753650051690138
17 0.09671851515147183
18 0.09588959249180845
19 0.0949703078125974
20 0.09414338928341291
21 0.09335630148204352
22 0.09270932906686
23 0.09218655088053254
24 0.09188814662331692
25 0.09211343025134901
26 0.09280731347024332
27 0.09396739012116634
28 0.09549702724183813
29 0.09722995631556318
30 0.09898080618667875
31 0.10059004199556135
32 0.10253892935719715
33 0.10462911947603509
34 0.10685243958844168
35 0.10900844003667855
36 0.11091758773838403
37 0.11250431911461362
38 0.11373395820328137
39 0.11456656585511048
40 0.11496034159077773
41 0.11512052644622056
42 0.11514793220667469
43 0.11504431287629421
44 0.11482398487619495
45 0.11449817212635144
46 0.11409900936454383
47 0.11362338054196122
48 0.11307619983085751
49 0.11246448004878554
50 0.1117926743436723
51 0.11106780972907536
52 0.11030083990495405
53 0.10950319026676696
54 0.10868596788334672
55 0.10785679402598049
56 0.10702039172937923
57 0.1061809584521775
58 0.10534156974407925
59 0.10450447662276603

blak
0 0.09999999999999999
1 0.09999999999999999
2 0.09999999999999999
3 0.09999999999999999
4 0.09999999999999999
5 0.09999999999999999
6 0.09999999999999999
7 0.09999999999999999
8 0.09999999999999999
9 0.09994805005860137
10 0.09983672515660172
11 0.09967037708591688
12 0.09945762889267869
13 0.09920709621489072
14 0.09915664604082901
15 0.09933752027847989
16 0.09971757293181466
17 0.10019541589326873
18 0.10063254253205396
19 0.10089414624017458
20 0.10107628698051185
21 0.10103962361726612
22 0.10086786481603462
23 0.10054944132254608
24 0.10020835219723602
25 0.10023617547966684
26 0.10064463407280788
27 0.10154073009789795
28 0.10284469960158221
29 0.10438502639992611
30 0.10597901287444882
31 0.10742713665843984
32 0.10854003576581932
33 0.1092592088841399
34 0.10939529132846824
35 0.10909040392972436
36 0.10874122716103767
37 0.10836436134856989
38 0.10797075630229705
39 0.10756856357340003
40 0.10716480215202578
41 0.10673733168104811
42 0.10627631506897092
43 0.10578265125291234
44 0.10526459894923665
45 0.10471755932010007
46 0.10414658942107703
47 0.10355155683011445
48 0.10293689885494747
49 0.10230753458667446
50 0.1016666418671495
51 0.10101870109536643
52 0.10037025450809443
53 0.09972745616466182
54 0.09909577131001812
55 0.09847820119581496
56 0.09787579283065964
57 0.09728927748159659
58 0.09671856436779187
59 0.09616312055428973

-
0 0.09999999999999999
1 0.09999999999999999
2 0.09999999999999999
3 0.09999999999999999
4 0.09999999999999999
5 0.09999999999999999
6 0.09999999999999999
7 0.09999999999999999
8 0.09999999999999999
9 0.10046754947258761
10 0.10146947359058449
11 0.10296660622674812
12 0.10488133996589181
13 0.10713613406598349
14 0.10954483033719349
15 0.11189124197126854
16 0.11407961696543556
17 0.11609947747180588
18 0.1179940324611848
19 0.11961545756863566
20 0.12039851773139354
21 0.12013528382366884
22 0.11882075791225762
23 0.11679783907389851
24 0.11433253531019966
25 0.11162396910001164
26 0.10887405040177588
27 0.10635458941966812
28 0.10413948862877773
29 0.10232417368659184
30 0.10090710551803928
31 0.09985007058261923
32 0.09910875879535802
33 0.09853996715201506
34 0.09811931715071541
35 0.0978353929490111
36 0.0976392555188251
37 0.0975229941915961
38 0.09747503101832819
39 0.09748640903657414
40 0.09755765972709982
41 0.09766473386811396
42 0.09779388829982325
43 0.09794409956011037
44 0.09811653648504677
45 0.09831748085391254
46 0.09854406889056253
47 0.09879966561363156
48 0.09907774189685753
49 0.09937028768601745
50 0.09967267791936292
51 0.0999801702204762
52 0.10028509307023953
53 0.10057876056478779
54 0.10085265558569378
55 0.1011025039157165
