p, -0.1591, -0.2223, -0.2288, -0.1953, -0.1293, -0.1290, -0.1563, -0.1686, -0.1459, -0.1022, -0.0267, -0.0713, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000
b, -0.1591, -0.2222, -0.2267, -0.1747, -0.0455, -0.0731, -0.1447, -0.1677, -0.1439, -0.0896, -0.0023, -0.0642, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000
t, -0.1591, -0.2223, -0.2288, -0.1964, -0.1444, -0.1607, -0.1919, -0.1914, -0.1538, -0.0910, 0.0027, -0.0621, -0.1000, -0.1000, -0.0998, -0.0998, -0.0999, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000
d, -0.1591, -0.2222, -0.2267, -0.1776, -0.0750, -0.1247, -0.1848, -0.1906, -0.1501, -0.0409, 0.0444, -0.0499, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000
k, -0.1591, -0.2221, -0.2241, -0.1373, 0.1808, 0.0169, -0.1384, -0.1612, -0.1290, -0.0794, -0.0346, -0.0771, -0.0999, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000
g, -0.1591, -0.2219, -0.2199, -0.0318, 0.5488, 0.3170, -0.1097, -0.1593, -0.1268, -0.0531, -0.0106, -0.0703, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000
s, -0.1591, -0.2226, -0.2345, -0.2287, -0.2280, -0.2186, -0.2061, -0.1933, -0.1614, -0.1213, -0.0953, -0.0906, -0.0998, -0.0998, -0.0999, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000
S, -0.1591, -0.2225, -0.2340, -0.2260, -0.2234, -0.2134, -0.2030, -0.1916, -0.1629, -0.1275, -0.1053, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000
r, -0.1591, -0.2225, -0.2336, -0.2231, -0.2022, -0.0606, 0.4467, 0.2920, -0.0034, -0.0790, -0.0943, -0.0986, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000
l, -0.1591, -0.2225, -0.2327, -0.2186, -0.1952, -0.1006, 0.2504, 0.1437, -0.0193, -0.0689, -0.0906, -0.0982, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000, -0.1000
